"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","abund_value","abund_unit","lng","lat","paleomodel","paleolng","paleolat","geoplate"
"545665","occ","","","45502","Priscodelphinus n. sp. crassangulum","species","69109","recombined as","Zarhachis crassangulum","species","69109","Langhian","","15.97","13.82","15442","","","-76.505836","38.504166","gp_mid","-69.40","40.17","109"
"545714","occ","","","47125","Scaldicetus n. sp. degiorgii","species","69126","","Scaldicetus degiorgii","species","69126","Burdigalian","Messinian","20.44","5.333","15447","","","18.173332","40.353333","gp_mid","19.74","36.96","307"
"545716","occ","","","57136","Mesoplodon longirostris","species","64853","","Mesoplodon longirostris","species","64852","Middle Miocene","","15.97","11.608","15449","1","specimens","-79.785004","25.921110","gp_mid","","",""
"545717","occ","","","57137","Plesiocetus sp.","genus","36817","","Plesiocetus","genus","36817","Miocene","","23.03","5.333","15451","","","8.631667","55.857224","gp_mid","11.01","53.27","302"
"545719","occ","","","57138","Hoplocetus crassidens","species","64696","","Hoplocetus crassidens","species","64696","Pliocene","","5.333","2.588","15444","","","5.538056","50.630554","gp_mid","6.16","49.95","315"
"545720","occ","","","57138","Delphinus delannoy","species","100473","nomen dubium","Odontoceti","suborder","42937","Pliocene","","5.333","2.588","15444","","","5.538056","50.630554","gp_mid","6.16","49.95","315"
"545721","occ","","","57138","Delphinus sp.","genus","36703","","Delphinus","genus","36703","Pliocene","","5.333","2.588","15444","","","5.538056","50.630554","gp_mid","6.16","49.95","315"
"545722","occ","","","57138","Dioplodon becanii","species","64743","subjective synonym of","Mesoplodon longirostris","species","64852","Pliocene","","5.333","2.588","15444","","","5.538056","50.630554","gp_mid","6.16","49.95","315"
"545723","occ","","","57138","Choneziphius (Ziphius) planirostris","species","63618","recombined as","Choneziphius planirostris","species","67993","Pliocene","","5.333","2.588","15444","","","5.538056","50.630554","gp_mid","6.16","49.95","315"
"545724","occ","","","57138","Plesiocetus garopii","species","64448","nomen dubium","Balaenopteridae","family","42977","Pliocene","","5.333","2.588","15444","","","5.538056","50.630554","gp_mid","6.16","49.95","315"
"545725","occ","","","57138","Plesiocetus burtinii","species","69124","recombined as","Aglaocetus burtinii","species","69124","Pliocene","","5.333","2.588","15444","","","5.538056","50.630554","gp_mid","6.16","49.95","315"
"546025","occ","","","57177","Globicephalus n. sp. baereckeii","species","69230","subjective synonym of","Globicephala macrorhynchus","species","69994","Calabrian","","1.806","0.781","15425","1","","-81.303329","29.028055","gp_mid","-80.93","29.19","109"
"557225","occ","","","57700","Diorocetus hiatus","species","62951","","Diorocetus hiatus","species","62951","Langhian","","15.97","13.82","15522","","","-77.514442","37.927223","gp_mid","-70.50","39.67","109"
"557226","occ","","","57700","Hadrodelphis sp.","genus","36722","","Hadrodelphis","genus","36722","Langhian","","15.97","13.82","15522","","","-77.514442","37.927223","gp_mid","-70.50","39.67","109"
"557244","occ","","","57700","Aglaocetus sp.","genus","36656","","Aglaocetus","genus","36656","Langhian","","15.97","13.82","15522","","","-77.514442","37.927223","gp_mid","-70.50","39.67","109"
"557245","occ","","","57700","n. gen. Eobalaenoptera n. sp. harrisoni","species","69579","","Eobalaenoptera harrisoni","species","69579","Langhian","","15.97","13.82","15522","","","-77.514442","37.927223","gp_mid","-70.50","39.67","109"
"557246","occ","","","57701","Balaenoptera n. sp. borealina","species","64865","nomen dubium","Balaenopteridae","family","42977","Zanclean","","5.333","3.6","12641","","","4.433333","51.213333","gp_mid","5.09","50.54","315"
"557345","occ","","","48093","Balaena n. sp. gibbosa","species","104115","nomen dubium","Balaenopteridae","family","42977","Gelasian","","2.588","1.806","16560","","","1.351389","51.963333","gp_mid","1.74","51.63","315"
"557346","occ","","","57701","Burtinopsis n. sp. minutus","species","64866","nomen dubium","Mysticeti","suborder","42971","Zanclean","","5.333","3.6","12641","","","4.433333","51.213333","gp_mid","5.09","50.54","315"
"557347","occ","","","57701","Balaenoptera n. sp. rostratella","species","64848","nomen dubium","Balaenopteridae","family","42977","Zanclean","","5.333","3.6","12641","","","4.433333","51.213333","gp_mid","5.09","50.54","315"
"557348","occ","","","57701","Balaenoptera n. sp. sibbaldina","species","64863","nomen dubium","Balaenopteridae","family","42977","Zanclean","","5.333","3.6","12641","","","4.433333","51.213333","gp_mid","5.09","50.54","315"
"557349","occ","","","46083","Balaenoptera siberi","species","69078","","Balaenoptera siberi","species","69078","Messinian","","7.246","5.333","15521","1","specimens","-74.690277","-15.557222","gp_mid","-73.14","-15.18","201"
"557350","occ","","","57701","Burtinopsis n. sp. similis","species","64449","nomen dubium","Mysticeti","suborder","42971","Zanclean","","5.333","3.6","12641","","","4.433333","51.213333","gp_mid","5.09","50.54","315"
"557351","occ","","","57731","Cetotherium n. sp. gastaldii","species","68449","recombined as","Eschrichtioides gastaldii","species","68449","Zanclean","Piacenzian","5.333","2.588","18949","1","specimens","8.057500","44.959999","gp_mid","8.83","44.04","307"
"557353","occ","","","57733","Megapteropsis robusta","species","63976","nomen dubium","Balaenopteridae","family","42977","Tortonian","","11.62","7.246","12761","","","4.433333","51.213333","gp_mid","5.91","49.66","315"
"557354","occ","","","57701","n. gen. Plesiocetus n. sp. garopii","species","64448","nomen dubium","Balaenopteridae","family","42977","Zanclean","","5.333","3.6","15444","","","4.433333","51.213333","gp_mid","5.09","50.54","315"
"557355","occ","","","57734","Cetotherium priscum","species","69837","nomen dubium","Cetacea","order","36652","Sarmatian","","12.7","11.608","15529","","","28.857500","47.055557","gp_mid","29.61","44.57","302"
"557356","occ","","","57734","Delphinapterus (Pachypleurus) n. sp. nordmanni","species","69234","nomen dubium","Cetacea","order","36652","Sarmatian","","12.7","11.608","11981","","","28.857500","47.055557","gp_mid","29.61","44.57","302"
"557357","occ","","","57734","Champsodelphis fuchsii","species","65723","recombined as","Kentriodon fuchsii","species","65723","Sarmatian","","12.7","11.608","15529","","","28.857500","47.055557","gp_mid","29.61","44.57","302"
"557358","occ","","","57734","Champsodelphis sp.","genus","36693","nomen dubium","Odontoceti","suborder","42937","Sarmatian","","12.7","11.608","15529","","","28.857500","47.055557","gp_mid","29.61","44.57","302"
"557359","occ","","","57734","Phocaena n. sp. euxinica","species","135881","nomen dubium","Odontoceti","suborder","42937","Sarmatian","","12.7","11.608","24969","","","28.857500","47.055557","gp_mid","29.61","44.57","302"
"557360","occ","","","57734","Cyrtodelphis sp.","genus","36698","objective synonym of","Schizodelphis","genus","36848","Sarmatian","","12.7","11.608","15529","","","28.857500","47.055557","gp_mid","29.61","44.57","302"
"557362","occ","","","57734","Archaeocetus sp.","genus","69846","nomen dubium","Cetacea","order","36652","Sarmatian","","12.7","11.608","15529","","","28.857500","47.055557","gp_mid","29.61","44.57","302"
"557553","occ","","","57767","Platyosphys n. sp. einori","species","69585","","Platyosphys einori","species","69585","Eocene","","56","33.9","15532","","","31.898056","49.450832","gp_mid","34.22","41.39","302"
"557585","occ","","","57775","Scaldicetus n. sp. shigensis","species","69619","recombined as","Brygmophyseter shigensis","species","69619","Langhian","","15.97","13.82","15537","1","specimens","137.996948","36.326668","gp_mid","135.51","36.12","610"
"557586","occ","","","52582","Megaptera sp.","genus","36760","","Megaptera","genus","36760","Zanclean","","5.333","3.6","6011","","","-76.817497","35.359722","gp_mid","-75.10","35.91","109"
"557587","occ","","","52582","Stenella sp.","genus","102903","","Stenella","genus","36854","Zanclean","","5.333","3.6","6011","","","-76.817497","35.359722","gp_mid","-75.10","35.91","109"
"557588","occ","","","52582","Pseudorca sp.","genus","36837","","Pseudorca","genus","36837","Zanclean","","5.333","3.6","6011","","","-76.817497","35.359722","gp_mid","-75.10","35.91","109"
"557589","occ","","","52582","Tursiops sp.","genus","36865","","Tursiops","genus","36865","Zanclean","","5.333","3.6","6011","","","-76.817497","35.359722","gp_mid","-75.10","35.91","109"
"557590","occ","","","52582","Globicephala sp.","genus","36721","","Globicephala","genus","36721","Zanclean","","5.333","3.6","6011","","","-76.817497","35.359722","gp_mid","-75.10","35.91","109"
"557591","occ","","","52582","cf. Delphinus sp.","genus","36703","","Delphinus","genus","36703","Zanclean","","5.333","3.6","6011","","","-76.817497","35.359722","gp_mid","-75.10","35.91","109"
"557592","occ","17976","","52582","Pliopontos littoralis","species","64567","","Pliopontos littoralis","species","64567","Zanclean","","5.333","3.6","16797","","","-76.817497","35.359722","gp_mid","-75.10","35.91","109"
"557593","occ","","","52582","Delphinapterus sp.","genus","36699","","Delphinapterus","genus","36699","Zanclean","","5.333","3.6","6011","","","-76.817497","35.359722","gp_mid","-75.10","35.91","109"
"557594","occ","","","52582","Kogiinae indet.","subfamily","53138","","Kogiinae","subfamily","53138","Zanclean","","5.333","3.6","6011","","","-76.817497","35.359722","gp_mid","-75.10","35.91","109"
"557595","occ","","","52582","Mesoplodon longirostris","species","64853","","Mesoplodon longirostris","species","64852","Zanclean","","5.333","3.6","6011","","","-76.817497","35.359722","gp_mid","-75.10","35.91","109"
"557596","occ","","","52582","Ziphius cf. cavirostris","species","64703","","Ziphius cavirostris","species","64703","Zanclean","","5.333","3.6","6011","","","-76.817497","35.359722","gp_mid","-75.10","35.91","109"
"557597","occ","17977","","52582","Ninoziphius platyrostris","species","62912","","Ninoziphius platyrostris","species","62912","Zanclean","","5.333","3.6","16797","","","-76.817497","35.359722","gp_mid","-75.10","35.91","109"
"557598","occ","","","52582","Physeterinae indet.","subfamily","62911","","Physeterinae","subfamily","62911","Zanclean","","5.333","3.6","6011","","","-76.817497","35.359722","gp_mid","-75.10","35.91","109"
"557599","occ","19436","","52582","Herpetocetus sendaicus","species","81557","","Herpetocetus sendaicus","species","64586","Zanclean","","5.333","3.6","18255","","","-76.817497","35.359722","gp_mid","-75.10","35.91","109"
"557600","occ","","","52582","Balaenoptera acutorostrata","species","68469","","Balaenoptera acutorostrata","species","68469","Zanclean","","5.333","3.6","6011","","","-76.817497","35.359722","gp_mid","-75.10","35.91","109"
"557601","occ","","","52582","Balaenoptera borealina","species","64865","nomen dubium","Balaenopteridae","family","42977","Zanclean","","5.333","3.6","6011","","","-76.817497","35.359722","gp_mid","-75.10","35.91","109"
"557602","occ","","","52582","Balaenula sp.","genus","36680","","Balaenula","genus","36680","Zanclean","","5.333","3.6","6011","","","-76.817497","35.359722","gp_mid","-75.10","35.91","109"
"557603","occ","","","52582","Balaena sp.","genus","36676","","Balaena","genus","36676","Zanclean","","5.333","3.6","6011","","","-76.817497","35.359722","gp_mid","-75.10","35.91","109"
"557604","occ","","","45695","Aetiocetidae indet.","family","42972","","Aetiocetidae","family","42972","Oligocene","","33.9","23.03","12691","","","-110.750000","24.379999","gp_mid","-97.49","27.77","105"
"557607","occ","","","45695","aff. Aetiocetus sp.","genus","36654","","Aetiocetus","genus","36654","Oligocene","","33.9","23.03","12691","","","-110.750000","24.379999","gp_mid","-97.49","27.77","105"
"557608","occ","","","45695","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Oligocene","","33.9","23.03","12691","","","-110.750000","24.379999","gp_mid","-97.49","27.77","105"
"557610","occ","","","45695","Cetotheriidae indet.","family","42973","","Cetotheriidae","family","66751","Oligocene","","33.9","23.03","12691","","","-110.750000","24.379999","gp_mid","-97.49","27.77","105"
"557614","occ","","","45811","Cetotheriidae indet.","family","42973","","Cetotheriidae","family","66751","Chattian","","28.1","23.03","12691","","","-111.093330","24.387777","gp_mid","-98.85","27.74","105"
"557615","occ","","","57776","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Chattian","","28.1","23.03","12691","","","-110.992226","24.342501","gp_mid","-98.75","27.70","105"
"557616","occ","","","57776","Cetotheriidae indet.","family","42973","","Cetotheriidae","family","66751","Chattian","","28.1","23.03","12691","","","-110.992226","24.342501","gp_mid","-98.75","27.70","105"
"557618","occ","","","57776","Odontoceti indet.","suborder","42937","","Odontoceti","suborder","42937","Chattian","","28.1","23.03","12691","","","-110.992226","24.342501","gp_mid","-98.75","27.70","105"
"557620","occ","","","52183","aff. Herpetocetus sp.","genus","36725","","Herpetocetus","genus","36725","Langhian","","15.97","13.82","12691","","","-116.800003","32.116669","gp_mid","","",""
"557621","occ","","","52183","aff. Parietobalaena sp.","genus","36797","","Parietobalaena","genus","36797","Langhian","","15.97","13.82","12691","","","-116.800003","32.116669","gp_mid","","",""
"557622","occ","","","52183","Platanistoidea indet.","superfamily","53258","","Platanistoidea","superfamily","53258","Langhian","","15.97","13.82","12691","","","-116.800003","32.116669","gp_mid","","",""
"557623","occ","","","52183","aff. Kentriodon sp.","genus","36743","","Kentriodon","genus","36743","Langhian","","15.97","13.82","12691","","","-116.800003","32.116669","gp_mid","","",""
"557624","occ","","","52183","Liolithax aff. kernensis","species","63840","","Liolithax kernensis","species","63840","Langhian","","15.97","13.82","12691","","","-116.800003","32.116669","gp_mid","","",""
"557625","occ","","","52183","Physeteridae indet.","family","42967","","Physeteridae","family","42967","Langhian","","15.97","13.82","12691","","","-116.800003","32.116669","gp_mid","","",""
"557630","occ","","","57777","aff. Tiphyocetus sp.","genus","36861","","Tiphyocetus","genus","36861","Serravallian","","13.82","11.62","12691","","","-116.778053","32.099724","gp_mid","","",""
"557631","occ","","","57777","Kentriodontidae indet.","family","42938","","Kentriodontidae","family","42938","Serravallian","","13.82","11.62","12691","","","-116.778053","32.099724","gp_mid","","",""
"557637","occ","","","57778","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Serravallian","","13.82","11.62","12691","","","-114.296669","27.146111","gp_mid","","",""
"557638","occ","","","57778","Cetotheriidae indet.","family","42973","","Cetotheriidae","family","66751","Serravallian","","13.82","11.62","12691","","","-114.296669","27.146111","gp_mid","","",""
"557641","occ","","","57778","aff. Parietobalaena sp.","genus","36797","","Parietobalaena","genus","36797","Serravallian","","13.82","11.62","12691","","","-114.296669","27.146111","gp_mid","","",""
"557642","occ","","","57778","Liolithax kernensis ?","species","63840","","Liolithax kernensis","species","63840","Serravallian","","13.82","11.62","12691","","","-114.296669","27.146111","gp_mid","","",""
"557643","occ","","","57778","Kentriodontidae indet.","family","42938","","Kentriodontidae","family","42938","Serravallian","","13.82","11.62","12691","","","-114.296669","27.146111","gp_mid","","",""
"557644","occ","","","57778","Physeteridae indet.","family","42967","","Physeteridae","family","42967","Serravallian","","13.82","11.62","12691","","","-114.296669","27.146111","gp_mid","","",""
"557649","occ","","","57779","Balaenopterinae indet.","subfamily","63623","","Balaenopterinae","subfamily","63623","Pliocene","","5.333","2.588","12691","","","-112.250557","27.314444","gp_mid","-110.54","28.05","105"
"557650","occ","","","57779","aff. Pontoporia sp.","genus","63540","","Pontoporia","genus","63540","Pliocene","","5.333","2.588","12691","","","-112.250557","27.314444","gp_mid","-110.54","28.05","105"
"557651","occ","","","57779","Phocoeninae indet.","subfamily","63529","","Phocoeninae","subfamily","63529","Pliocene","","5.333","2.588","12691","","","-112.250557","27.314444","gp_mid","-110.54","28.05","105"
"557652","occ","","","57779","Stenella sp.","genus","102903","","Stenella","genus","36854","Pliocene","","5.333","2.588","15591","","","-112.250557","27.314444","gp_mid","-110.54","28.05","105"
"557653","occ","32393","","57779","Kogiidae indet.","family","53256","","Kogiidae","family","53256","Pliocene","","5.333","2.588","58587","","","-112.250557","27.314444","gp_mid","-110.54","28.05","105"
"557654","occ","","","57779","cf. Scaphokogia sp.","genus","62928","","Scaphokogia","genus","62928","Pliocene","","5.333","2.588","12691","","","-112.250557","27.314444","gp_mid","-110.54","28.05","105"
"557655","occ","","","57779","Physeteridae indet.","family","42967","","Physeteridae","family","42967","Pliocene","","5.333","2.588","12691","","","-112.250557","27.314444","gp_mid","-110.54","28.05","105"
"557656","occ","","","47465","n. gen. Beneziphius n. sp. brevirostris","species","69622","","Beneziphius brevirostris","species","69622","Late Miocene","Late Pliocene","11.608","2.588","15538","2","specimens","4.433333","51.213333","gp_mid","5.56","50.03","315"
"557659","occ","","","57780","Schizodelphis n. sp. depereti","species","63740","subjective synonym of","Pomatodelphis stenorhynchus","species","69729","Burdigalian","","20.44","15.97","15548","1","specimens","4.882222","44.396667","gp_mid","7.30","41.15","305"
"557668","occ","","","57782","Rhabdosteus latiradix","species","64439","nomen dubium","Odontoceti","suborder","42937","Langhian","","15.97","13.82","15550","","","-76.704170","38.542778","gp_mid","-69.60","40.22","109"
"557669","occ","","","57783","Balaenoptera borealina","species","64865","nomen dubium","Balaenopteridae","family","42977","Pliocene","","5.333","2.588","19106","","","4.486667","51.193890","gp_mid","5.14","50.52","315"
"557670","occ","15656","","45511","Schizodelphis sulcatus","species","63690","","Schizodelphis sulcatus","species","63687","Burdigalian","","20.44","15.97","12196","1","specimens","-76.555832","38.740833","gp_mid","-67.89","40.60","109"
"557671","occ","15657","","48884","Schizodelphis sulcatus","species","63690","","Schizodelphis sulcatus","species","63687","Burdigalian","","20.44","15.97","12196","1","specimens","-76.514168","38.602779","gp_mid","-67.87","40.46","109"
"557672","occ","15658","","57784","Schizodelphis sulcatus","species","63690","","Schizodelphis sulcatus","species","63687","Langhian","","15.97","13.82","12196","","","-76.937500","38.201389","gp_mid","-69.88","39.90","109"
"557673","occ","15659","","57785","Schizodelphis sulcatus","species","63690","","Schizodelphis sulcatus","species","63687","Langhian","","15.97","13.82","12196","","","-76.940277","38.207222","gp_mid","-69.88","39.90","109"
"557674","occ","21129","","57785","Schizodelphis sulcatus","species","63690","","Schizodelphis sulcatus","species","63687","Langhian","","15.97","13.82","12196","","","-76.940277","38.207222","gp_mid","-69.88","39.90","109"
"557675","occ","15661","","45506","Schizodelphis barnesi","species","69895","","Schizodelphis barnesi","species","69879","Langhian","","15.97","13.82","12196","","","-76.516388","38.530834","gp_mid","-69.41","40.19","109"
"557676","occ","15662","","45509","Schizodelphis barnesi","species","69895","","Schizodelphis barnesi","species","69879","Langhian","","15.97","13.82","12196","","","-76.516670","38.547779","gp_mid","-69.41","40.21","109"
"557677","occ","15663","","57785","Schizodelphis barnesi","species","69895","","Schizodelphis barnesi","species","69879","Langhian","","15.97","13.82","12196","","","-76.940277","38.207222","gp_mid","-69.88","39.90","109"
"557678","occ","15664","","57784","Schizodelphis barnesi","species","69895","","Schizodelphis barnesi","species","69879","Langhian","","15.97","13.82","12196","","","-76.937500","38.201389","gp_mid","-69.88","39.90","109"
"557679","occ","","","57786","Rhabdosteus hruschkai","species","69880","subjective synonym of","Schizodelphis barnesi","species","69879","Burdigalian","","20.44","15.97","15550","","","-76.524445","38.643612","gp_mid","-67.87","40.50","109"
"557680","occ","15665","","48884","Schizodelphis barnesi","species","69895","","Schizodelphis barnesi","species","69879","Burdigalian","","20.44","15.97","12196","","","-76.514168","38.602779","gp_mid","-67.87","40.46","109"
"557681","occ","15666","","57787","Schizodelphis barnesi","species","69895","","Schizodelphis barnesi","species","69879","Langhian","","15.97","13.82","12196","","","-76.943611","38.205833","gp_mid","-69.89","39.90","109"
"557689","occ","","","57789","Argyrocetus n. sp. joaquinensis","species","69897","","Argyrocetus joaquinensis","species","69897","Chattian","","28.1","23.03","11922","1","specimens","-118.834724","35.490002","gp_mid","-105.15","39.95","130"
"557797","occ","","","45461","aff. Lophocetus sp.","genus","36753","","Lophocetus","genus","36753","Early Clarendonian","","13.6","10.3","2613","","","-81.912498","27.811111","gp_mid","-77.32","29.59","109"
"557985","occ","","","57906","Balaenoptera sp.","genus","36678","","Balaenoptera","genus","36678","Zanclean","","5.333","3.6","15562","1","specimens","-76.911110","37.203888","gp_mid","-75.14","37.75","109"
"557986","occ","","","57907","Balaenoptera sp.","genus","36678","","Balaenoptera","genus","36678","Zanclean","","5.333","3.6","15562","1","specimens","-76.921669","37.212776","gp_mid","-75.15","37.76","109"
"557987","occ","","","57908","Balaenotus sp.","genus","36679","nomen nudum","Balaenidae","family","42978","Early Pliocene","","5.333","3.6","15562","1","specimens","-76.900002","37.198891","gp_mid","-75.13","37.75","109"
"557988","occ","","","57909","Balaenula sp.","genus","36680","","Balaenula","genus","36680","Hemphillian","","10.3","4.9","13448","1","specimens","-117.366669","33.200001","gp_mid","","",""
"557993","occ","","","57912","n. gen. Balaenella n. sp. brachyrhynus","species","69993","","Balaenella brachyrhynus","species","69993","Zanclean","","5.333","3.6","15568","1","specimens","4.293333","51.261944","gp_mid","4.95","50.59","315"
"558117","occ","","","56942","Balaenopteridae indet.","family","42977","","Balaenopteridae","family","42977","Early Pliocene","Late Pliocene","5.333","2.588","15571","","","140.810837","35.813610","gp_mid","139.99","35.65","610"
"558118","occ","","","56942","Burtinopsis sp.","genus","36686","nomen dubium","Mysticeti","suborder","42971","Early Pliocene","Late Pliocene","5.333","2.588","15571","","","140.810837","35.813610","gp_mid","139.99","35.65","610"
"558119","occ","","","56942","""Megaptera"" sp.","genus","36760","","Megaptera","genus","36760","Early Pliocene","Late Pliocene","5.333","2.588","15571","","","140.810837","35.813610","gp_mid","139.99","35.65","610"
"558120","occ","","","56942","Balaenoptera sp.","genus","36678","","Balaenoptera","genus","36678","Early Pliocene","Late Pliocene","5.333","2.588","15571","","","140.810837","35.813610","gp_mid","139.99","35.65","610"
"558121","occ","","","56942","Balaena sp.","genus","36676","","Balaena","genus","36676","Early Pliocene","Late Pliocene","5.333","2.588","15571","","","140.810837","35.813610","gp_mid","139.99","35.65","610"
"558122","occ","","","56942","Balaenula sp.","genus","36680","","Balaenula","genus","36680","Early Pliocene","Late Pliocene","5.333","2.588","15571","","","140.810837","35.813610","gp_mid","139.99","35.65","610"
"558241","occ","","","54136","Pelocetus n. sp. mirabilis","species","70024","","Pelocetus mirabilis","species","70024","Serravallian","Tortonian","13.82","7.246","15322","1","specimens","-0.276667","47.194168","gp_mid","1.51","45.39","305"
"558243","occ","15671","","32916","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","38","33.9","15585","","","-82.092499","29.162222","gp_mid","-67.27","31.92","109"
"558244","occ","","","45479","Platanistidae indet.","family","42941","","Platanistidae","family","93946","Serravallian","","13.82","11.62","15584","","","-81.989998","27.906668","gp_mid","-76.97","29.80","109"
"558364","occ","","","57951","Squalodon whitmorei","species","70031","","Squalodon whitmorei","species","70031","Burdigalian","","20.44","15.97","15588","1","specimens","-77.033333","38.293056","gp_mid","-68.44","40.19","109"
"558369","occ","15672","","57953","Squalodon n. sp. whitmorei","species","70031","","Squalodon whitmorei","species","70031","Burdigalian","","20.44","15.97","15588","1","specimens","-77.150558","38.286945","gp_mid","-68.57","40.20","109"
"558370","occ","","","57959","Squalodon whitmorei","species","70031","","Squalodon whitmorei","species","70031","Burdigalian","","20.44","15.97","15588","1","specimens","-77.062500","38.018055","gp_mid","-68.51","39.92","109"
"558390","occ","","","57960","Squalodon whitmorei","species","70031","","Squalodon whitmorei","species","70031","Burdigalian","","20.44","15.97","15588","1","specimens","-77.014999","38.464443","gp_mid","-68.40","40.36","109"
"558392","occ","","","55690","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Langhian","","15.97","13.82","15588","1","specimens","-77.283890","37.767223","gp_mid","-70.29","39.49","109"
"558397","occ","","","57965","Ziphiidae indet.","family","42951","","Ziphiidae","family","42951","Langhian","","15.97","13.82","15590","","","-79.157219","1.086389","gp_mid","-74.96","2.01","201"
"558399","occ","","","57966","Ziphiidae ? indet.","family","42951","","Ziphiidae","family","42951","Late Miocene","","11.608","5.333","15590","","","-79.403336","1.066111","gp_mid","-76.98","1.60","201"
"558457","occ","","","57978","Plesiocetus sp.","genus","36817","","Plesiocetus","genus","36817","Pliocene","","5.333","2.588","15591","1","specimens","-109.163612","23.080278","gp_mid","","",""
"558458","occ","","","20075","Balaenopteridae indet.","family","42977","","Balaenopteridae","family","42977","Blancan","","4.9","1.8","15591","","","-109.800003","23.400000","gp_mid","-108.52","23.95","105"
"558459","occ","","","45811","Squalodontidae indet.","family","42939","","Squalodontidae","family","42939","Chattian","","28.1","23.03","15591","","","-111.093330","24.387777","gp_mid","-98.85","27.74","105"
"558460","occ","","","45811","aff. Mauicetus sp.","genus","42974","","Mauicetus","genus","42974","Chattian","","28.1","23.03","15591","","","-111.093330","24.387777","gp_mid","-98.85","27.74","105"
"558461","occ","","","57979","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Pliocene","","5.333","2.588","15591","","","-111.507500","24.692499","gp_mid","-109.80","25.43","105"
"558462","occ","","","57979","""Stenella"" sp.","genus","102903","","Stenella","genus","36854","Pliocene","","5.333","2.588","15591","1","specimens","-111.507500","24.692499","gp_mid","-109.80","25.43","105"
"558463","occ","","","57778","aff. Nannocetus sp.","genus","36778","","Nannocetus","genus","36778","Serravallian","","13.82","11.62","15591","1","specimens","-114.296669","27.146111","gp_mid","","",""
"558467","occ","","","57981","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Pliocene","","5.333","2.588","15591","","","-114.901108","27.695000","gp_mid","","",""
"558468","occ","","","57981","Stenella sp.","genus","102903","","Stenella","genus","36854","Pliocene","","5.333","2.588","15591","","","-114.901108","27.695000","gp_mid","","",""
"558469","occ","","","57981","Stenodelphininae indet.","family","63586","subjective synonym of","Iniidae","family","93947","Pliocene","","5.333","2.588","15591","","","-114.901108","27.695000","gp_mid","","",""
"558470","occ","","","57982","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Calabrian","","1.806","0.781","15591","","","-116.579445","31.471111","gp_mid","","",""
"558497","occ","","","57989","n. gen. Plicodontinia n. sp. mourai","species","64692","nomen dubium","Iniidae","family","93947","Miocene","Pliocene","23.03","2.588","15593","1","specimens","-72.538887","-7.663889","gp_mid","-69.26","-6.95","201"
"558983","occ","","","58089","Balaenopteridae indet.","family","42977","","Balaenopteridae","family","42977","Irvingtonian","","1.8","0.3","15601","","","-80.811386","27.830278","gp_mid","-80.44","27.99","109"
"559104","occ","","","58109","Phocaena n. sp. crassidens","species","64543","recombined as","Pseudorca crassidens","species","64543","Late Pleistocene","","0.126","0.0117","12774","1","specimens","-0.477778","52.655277","gp_mid","-0.48","52.66","315"
"559593","occ","","","58148","n. gen. Doliodelphis n. sp. littlei","species","64558","subjective synonym of","Argyrocetus joaquinensis","species","69897","Chattian","","28.1","23.03","12749","1","specimens","-118.914719","35.667500","gp_mid","-105.22","40.13","130"
"559594","occ","","","58148","n. gen. Macrodelphinus n. sp. kelloggi","species","64557","","Macrodelphinus kelloggi","species","64557","Chattian","","28.1","23.03","12749","1","specimens","-118.914719","35.667500","gp_mid","-105.22","40.13","130"
"559595","occ","","","58148","n. gen. Miodelphis n. sp. californicus","species","64563","","Miodelphis californicus","species","64563","Chattian","","28.1","23.03","12749","1","specimens","-118.914719","35.667500","gp_mid","-105.22","40.13","130"
"559596","occ","","","58148","Eurhinodelphis n. sp. extensus","species","64564","subjective synonym of","Argyrocetus joaquinensis","species","69897","Chattian","","28.1","23.03","12749","1","specimens","-118.914719","35.667500","gp_mid","-105.22","40.13","130"
"559598","occ","","","58148","n. gen. Allodelphis n. sp. pratti","species","64559","","Allodelphis pratti","species","64559","Chattian","","28.1","23.03","12749","1","specimens","-118.914719","35.667500","gp_mid","-105.22","40.13","130"
"560681","occ","","","58417","Balaena etrusca","species","64858","nomen nudum","Balaenidae","family","42978","Pliocene","","5.333","2.588","13332","1","specimens","11.948333","43.016945","gp_mid","12.61","42.05","307"
"560682","occ","","","45497","Balaena etrusca","species","64858","nomen nudum","Balaenidae","family","42978","Zanclean","","5.333","3.6","13332","","","11.363333","43.306110","gp_mid","12.04","42.35","307"
"560683","occ","","","45497","Balaena n. sp. forsythmajori","species","70678","","Balaena forsythmajori","species","70678","Zanclean","","5.333","3.6","13332","1","specimens","11.363333","43.306110","gp_mid","12.04","42.35","307"
