"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","abund_value","abund_unit","lng","lat","paleomodel","paleolng","paleolat","geoplate"
"1264529","occ","","","167967","Megaptera novaeangliae","species","70685","","Megaptera novaeangliae","species","64491","Holocene","","0.0117","0","54979","","","13.413056","-9.477500","gp_mid","13.41","-9.48","701"
"1264530","occ","","","167968","Megaptera novaeangliae","species","70685","","Megaptera novaeangliae","species","64491","Holocene","","0.0117","0","54979","","","-123.784164","44.550278","gp_mid","-123.78","44.55","129"
"1264531","occ","","","167969","Megaptera novaeangliae","species","70685","","Megaptera novaeangliae","species","64491","Holocene","","0.0117","0","54979","","","-76.586945","-12.807778","gp_mid","-76.59","-12.81","201"
"1264532","occ","","","167970","Megaptera novaeangliae","species","70685","","Megaptera novaeangliae","species","64491","Holocene","","0.0117","0","54979","","","83.549721","17.344168","gp_mid","83.55","17.34","501"
"1264533","occ","","","167971","Megaptera novaeangliae","species","70685","","Megaptera novaeangliae","species","64491","Holocene","","0.0117","0","54979","","","-60.327221","-64.137497","gp_mid","-60.33","-64.14","803"
"1264534","occ","","","167972","Megaptera novaeangliae","species","70685","","Megaptera novaeangliae","species","64491","Holocene","","0.0117","0","54979","","","14.379722","77.696114","gp_mid","14.38","77.70","309"
"1264535","occ","","","167973","Eschrichtius robustus","species","81900","","Eschrichtius robustus","species","64488","Holocene","","0.0117","0","54980","","","-123.828056","39.397221","gp_mid","-123.83","39.40","130"
"1264536","occ","","","167974","Eschrichtius robustus","species","81900","","Eschrichtius robustus","species","64488","Holocene","","0.0117","0","54980","","","141.517776","38.319168","gp_mid","141.52","38.32","610"
"1264537","occ","","","167975","Caperea marginata","species","77391","","Caperea marginata","species","64496","Holocene","","0.0117","0","54981","","","-71.796944","-35.604721","gp_mid","-71.80","-35.60","291"
"1264538","occ","","","167976","Caperea marginata","species","77391","","Caperea marginata","species","64496","Holocene","","0.0117","0","54981","","","-65.504440","-44.691113","gp_mid","-65.50","-44.69","291"
"1264539","occ","","","167977","Caperea marginata","species","77391","","Caperea marginata","species","64496","Holocene","","0.0117","0","54981","","","32.186111","-28.440832","gp_mid","32.19","-28.44","701"
"1264540","occ","","","167978","Caperea marginata","species","77391","","Caperea marginata","species","64496","Holocene","","0.0117","0","54981","","","115.044998","-33.749443","gp_mid","115.04","-33.75","801"
"1264541","occ","","","167979","Caperea marginata","species","77391","","Caperea marginata","species","64496","Holocene","","0.0117","0","54981","","","-67.025833","-67.446388","gp_mid","-67.03","-67.45","803"
"1264542","occ","","","167980","Cephalorhynchus eutropia","species","82042","","Cephalorhynchus eutropia","species","82040","Holocene","","0.0117","0","54982","","","-73.085831","-37.198891","gp_mid","-73.09","-37.20","291"
"1264543","occ","","","167981","Cephalorhynchus heavisidii","species","82045","","Cephalorhynchus heavisidii","species","82044","Holocene","","0.0117","0","54983","","","16.894444","-30.606112","gp_mid","16.89","-30.61","701"
"1264544","occ","","","167982","Steno bredanensis","species","64536","","Steno bredanensis","species","63567","Holocene","","0.0117","0","54984","","","-80.117226","27.640556","gp_mid","","",""
"1264545","occ","","","167983","Steno bredanensis","species","64536","","Steno bredanensis","species","63567","Holocene","","0.0117","0","54984","","","-1.059722","44.420834","gp_mid","-1.06","44.42","305"
"1264546","occ","","","167984","Steno bredanensis","species","64536","","Steno bredanensis","species","63567","Holocene","","0.0117","0","54984","","","17.441389","-30.362499","gp_mid","17.44","-30.36","701"
"1264547","occ","","","167985","Steno bredanensis","species","64536","","Steno bredanensis","species","63567","Holocene","","0.0117","0","54984","","","-38.860832","-14.536111","gp_mid","-38.86","-14.54","201"
"1264548","occ","","","167987","Steno bredanensis","species","64536","","Steno bredanensis","species","63567","Holocene","","0.0117","0","54984","","","-123.675278","39.808334","gp_mid","-123.68","39.81","130"
"1264549","occ","","","167988","Steno bredanensis","species","64536","","Steno bredanensis","species","63567","Holocene","","0.0117","0","54984","","","140.875549","38.401669","gp_mid","140.88","38.40","610"
"1264550","occ","","","167989","Steno bredanensis","species","64536","","Steno bredanensis","species","63567","Holocene","","0.0117","0","54984","","","-76.478058","-12.249167","gp_mid","-76.48","-12.25","201"
"1264551","occ","","","167990","Steno bredanensis","species","64536","","Steno bredanensis","species","63567","Holocene","","0.0117","0","54984","","","32.440277","-28.073610","gp_mid","32.44","-28.07","701"
"1264552","occ","","","167991","Steno bredanensis","species","64536","","Steno bredanensis","species","63567","Holocene","","0.0117","0","54984","","","79.901108","14.291944","gp_mid","79.90","14.29","501"
"1264553","occ","","","167992","Steno bredanensis","species","64536","","Steno bredanensis","species","63567","Holocene","","0.0117","0","54984","","","16.987778","39.228889","gp_mid","16.99","39.23","307"
"1264564","occ","","","167993","Sousa teuszii","species","128812","","Sousa teuszii","species","69752","Holocene","","0.0117","0","54986","","","12.500000","-14.271111","gp_mid","12.50","-14.27","701"
"1264841","occ","","","168017","Cetacea indet.","order","36652","","Cetacea","order","36652","Tortonian","","11.62","7.246","55017","","","-122.036003","37.053001","gp_mid","","",""
"1265101","occ","","","46067","Odontoceti indet.","suborder","42937","","Odontoceti","suborder","42937","Piacenzian","","3.6","2.588","12280","2","specimens","-117.168892","32.739166","gp_mid","","",""
"1265102","occ","","","46067","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Piacenzian","","3.6","2.588","12280","1","specimens","-117.168892","32.739166","gp_mid","","",""
"1265915","occ","","","168093","Tursiops truncatus","species","64472","","Tursiops truncatus","species","102834","Holocene","","0.0117","0","55061","","","-75.925835","36.786667","gp_mid","-75.93","36.79","109"
"1265916","occ","","","168094","Tursiops truncatus","species","64472","","Tursiops truncatus","species","102834","Holocene","","0.0117","0","55061","","","-39.275276","-16.268333","gp_mid","-39.28","-16.27","201"
"1265917","occ","","","168095","Tursiops truncatus","species","64472","","Tursiops truncatus","species","102834","Holocene","","0.0117","0","55061","","","13.635000","-14.286667","gp_mid","13.64","-14.29","701"
"1265918","occ","","","168096","Tursiops truncatus","species","64472","","Tursiops truncatus","species","102834","Holocene","","0.0117","0","55061","","","-71.618889","-29.603056","gp_mid","-71.62","-29.60","291"
"1265919","occ","","","168097","Tursiops truncatus","species","64472","","Tursiops truncatus","species","102834","Holocene","","0.0117","0","55061","","","82.541389","16.508888","gp_mid","","",""
"1265922","occ","","","168098","Stenella attenuata","species","64533","","Stenella attenuata","species","93945","Holocene","","0.0117","0","55062","","","-76.882774","34.733334","gp_mid","-76.88","34.73","109"
"1265923","occ","","","168099","Stenella attenuata","species","64533","","Stenella attenuata","species","93945","Holocene","","0.0117","0","55062","","","-38.166943","-12.920833","gp_mid","-38.17","-12.92","201"
"1265924","occ","","","168100","Stenella attenuata","species","64533","","Stenella attenuata","species","93945","Holocene","","0.0117","0","55062","","","-107.512497","23.999443","gp_mid","-107.51","24.00","104"
"1265925","occ","","","168101","Stenella attenuata","species","64533","","Stenella attenuata","species","93945","Holocene","","0.0117","0","55062","","","-78.442780","-8.986111","gp_mid","-78.44","-8.99","201"
"1265926","occ","","","168102","Stenella attenuata","species","64533","","Stenella attenuata","species","93945","Holocene","","0.0117","0","55062","","","39.242779","-8.491944","gp_mid","39.24","-8.49","701"
"1265927","occ","","","168103","Stenella attenuata","species","64533","","Stenella attenuata","species","93945","Holocene","","0.0117","0","55062","","","80.210831","14.476111","gp_mid","80.21","14.48","501"
"1265928","occ","","","168104","Delphinus delphis","species","64534","","Delphinus delphis","species","64534","Holocene","","0.0117","0","55063","","","-77.173889","34.641388","gp_mid","-77.17","34.64","109"
"1265929","occ","","","168105","Delphinus delphis","species","64534","","Delphinus delphis","species","64534","Holocene","","0.0117","0","55063","","","17.220556","-30.752222","gp_mid","17.22","-30.75","701"
"1265930","occ","","","168106","Delphinus delphis","species","64534","","Delphinus delphis","species","64534","Holocene","","0.0117","0","55063","","","176.500275","-38.109444","gp_mid","176.50","-38.11","806"
"1265931","occ","","","168107","Delphinus delphis","species","64534","","Delphinus delphis","species","64534","Holocene","","0.0117","0","55063","","","-71.087502","-29.836666","gp_mid","-71.09","-29.84","291"
"1265935","occ","","","168108","Delphinus delphis","species","64534","","Delphinus delphis","species","64534","Holocene","","0.0117","0","55063","","","31.041389","-28.965834","gp_mid","31.04","-28.97","701"
"1265936","occ","","","168109","Delphinus delphis","species","64534","","Delphinus delphis","species","64534","Holocene","","0.0117","0","55063","","","80.238335","12.798611","gp_mid","80.24","12.80","501"
"1265937","occ","","","168110","Delphinus delphis","species","64534","","Delphinus delphis","species","64534","Holocene","","0.0117","0","55063","","","14.935556","40.616112","gp_mid","14.94","40.62","307"
"1265994","occ","","","45786","Morawanocetinae indet.","subfamily","63481","","Morawanocetinae","subfamily","63481","Chattian","","28.1","23.03","55066","1","specimens","143.771667","43.296665","gp_mid","140.19","44.86","609"
"1265999","occ","","","47303","Cetotherium n. sp. moreni","species","63996","recombined as","Aglaocetus moreni","species","63996","Burdigalian","","20.44","15.97","12338","1","specimens","-65.321388","-43.255280","gp_mid","-62.27","-42.79","291"
"1266000","occ","","","87889","Aglaocetus moreni","species","69155","","Aglaocetus moreni","species","63996","Burdigalian","","20.44","15.97","12594","1","specimens","-67.437302","-45.670261","gp_mid","-64.55","-45.12","291"
"1266011","occ","","","168113","Lagenodelphis hosei","species","63574","","Lagenodelphis hosei","species","63574","Holocene","","0.0117","0","55075","","","-77.498055","34.424168","gp_mid","-77.50","34.42","109"
"1266012","occ","","","168114","Lagenodelphis hosei","species","63574","","Lagenodelphis hosei","species","63574","Holocene","","0.0117","0","55075","","","-9.866111","29.537779","gp_mid","-9.87","29.54","714"
"1266013","occ","","","168115","Lagenodelphis hosei","species","63574","","Lagenodelphis hosei","species","63574","Holocene","","0.0117","0","55075","","","17.160278","-29.844168","gp_mid","17.16","-29.84","701"
"1266014","occ","","","168116","Lagenodelphis hosei","species","63574","","Lagenodelphis hosei","species","63574","Holocene","","0.0117","0","55075","","","-40.077221","-19.111389","gp_mid","-40.08","-19.11","201"
"1266015","occ","","","168117","Lagenodelphis hosei","species","63574","","Lagenodelphis hosei","species","63574","Holocene","","0.0117","0","55075","","","-76.288330","-13.402778","gp_mid","-76.29","-13.40","201"
"1266016","occ","","","168118","Lagenodelphis hosei","species","63574","","Lagenodelphis hosei","species","63574","Holocene","","0.0117","0","55075","","","-116.410278","31.280001","gp_mid","","",""
"1266017","occ","","","168119","Lagenodelphis hosei","species","63574","","Lagenodelphis hosei","species","63574","Holocene","","0.0117","0","55075","","","141.504715","39.007778","gp_mid","141.50","39.01","610"
"1266018","occ","","","168120","Lagenodelphis hosei","species","63574","","Lagenodelphis hosei","species","63574","Holocene","","0.0117","0","55075","","","177.561951","-39.056110","gp_mid","177.56","-39.06","806"
"1266019","occ","","","168122","Lagenodelphis hosei","species","63574","","Lagenodelphis hosei","species","63574","Holocene","","0.0117","0","55075","","","81.937225","16.308611","gp_mid","81.94","16.31","501"
"1266020","occ","","","168121","Lagenodelphis hosei","species","63574","","Lagenodelphis hosei","species","63574","Holocene","","0.0117","0","55075","","","39.222221","-9.252222","gp_mid","39.22","-9.25","701"
"1266021","occ","","","168123","Lagenorhynchus albirostris","species","63809","","Lagenorhynchus albirostris","species","93926","Holocene","","0.0117","0","55077","","","-50.164165","62.669445","gp_mid","-50.16","62.67","102"
"1266022","occ","","","168124","Lagenorhynchus albirostris","species","63809","","Lagenorhynchus albirostris","species","93926","Holocene","","0.0117","0","55077","","","-14.392778","64.832779","gp_mid","-14.39","64.83","907"
"1266023","occ","","","168125","Lagenorhynchus albirostris","species","63809","","Lagenorhynchus albirostris","species","93926","Holocene","","0.0117","0","55077","","","11.447222","79.252502","gp_mid","11.45","79.25","309"
"1266024","occ","","","168126","Lagenorhynchus australis","species","82069","recombined as","Sagmatias australis","species","63812","Holocene","","0.0117","0","55077","","","-67.478615","-49.135277","gp_mid","-67.48","-49.14","291"
"1266025","occ","","","168127","Lagenorhynchus australis","species","82069","recombined as","Sagmatias australis","species","63812","Holocene","","0.0117","0","55077","","","-73.696945","-40.853611","gp_mid","-73.70","-40.85","291"
"1266026","occ","","","168128","Lagenorhynchus australis","species","82069","recombined as","Sagmatias australis","species","63812","Holocene","","0.0117","0","55077","","","-60.029999","-62.441387","gp_mid","-60.03","-62.44","803"
"1266027","occ","","","168129","Lagenorhynchus obliquidens","species","63815","","Lagenorhynchus obliquidens","species","63815","Holocene","","0.0117","0","55077","","","-123.838608","42.236389","gp_mid","-123.84","42.24","129"
"1266028","occ","","","168130","Lagenorhynchus obliquidens","species","63815","","Lagenorhynchus obliquidens","species","63815","Holocene","","0.0117","0","55077","","","141.854721","39.694168","gp_mid","141.85","39.69","610"
"1266029","occ","","","168131","Lagenorhynchus cruciger","species","63811","recombined as","Sagmatias cruciger","species","63810","Holocene","","0.0117","0","55077","","","176.132217","-39.897499","gp_mid","176.13","-39.90","806"
"1266030","occ","","","168133","Lagenorhynchus cruciger","species","63811","recombined as","Sagmatias cruciger","species","63810","Holocene","","0.0117","0","55077","","","17.841110","-30.458611","gp_mid","17.84","-30.46","701"
"1266031","occ","","","168134","Lissodelphis peronii","species","82071","","Lissodelphis peronii","species","82070","Holocene","","0.0117","0","55078","","","-73.718613","-39.511665","gp_mid","-73.72","-39.51","291"
"1266032","occ","","","168135","Lissodelphis peronii","species","82071","","Lissodelphis peronii","species","82070","Holocene","","0.0117","0","55078","","","-58.205833","-38.566666","gp_mid","-58.21","-38.57","202"
"1266033","occ","","","168136","Lissodelphis peronii","species","82071","","Lissodelphis peronii","species","82070","Holocene","","0.0117","0","55078","","","17.468056","-30.492779","gp_mid","17.47","-30.49","701"
"1266034","occ","","","168137","Lissodelphis peronii","species","82071","","Lissodelphis peronii","species","82070","Holocene","","0.0117","0","55078","","","30.618610","-30.684999","gp_mid","30.62","-30.68","701"
"1266035","occ","","","168138","Lissodelphis peronii","species","82071","","Lissodelphis peronii","species","82070","Holocene","","0.0117","0","55078","","","115.433060","-31.010279","gp_mid","115.43","-31.01","801"
"1266036","occ","","","168139","Lissodelphis peronii","species","82071","","Lissodelphis peronii","species","82070","Holocene","","0.0117","0","55078","","","148.875275","-37.759724","gp_mid","148.88","-37.76","801"
"1266037","occ","","","168141","Lissodelphis borealis","species","63572","","Lissodelphis borealis","species","63571","Holocene","","0.0117","0","55078","","","-123.937225","44.136944","gp_mid","-123.94","44.14","129"
"1266038","occ","","","168140","Lissodelphis borealis","species","63572","","Lissodelphis borealis","species","63571","Holocene","","0.0117","0","55078","","","141.580276","39.713612","gp_mid","141.58","39.71","610"
"1266042","occ","","","168142","Grampus griseus","species","63557","","Grampus griseus","species","63556","Holocene","","0.0117","0","55079","","","17.687500","-30.424168","gp_mid","17.69","-30.42","701"
"1266043","occ","","","168143","Grampus griseus","species","63557","","Grampus griseus","species","63556","Holocene","","0.0117","0","55079","","","31.530277","-29.216110","gp_mid","31.53","-29.22","701"
"1266044","occ","","","168144","Grampus griseus","species","63557","","Grampus griseus","species","63556","Holocene","","0.0117","0","55079","","","-62.293056","-40.580002","gp_mid","-62.29","-40.58","291"
"1266045","occ","","","168145","Grampus griseus","species","63557","","Grampus griseus","species","63556","Holocene","","0.0117","0","55079","","","-73.389168","-38.449722","gp_mid","-73.39","-38.45","291"
"1266046","occ","","","168146","Grampus griseus","species","63557","","Grampus griseus","species","63556","Holocene","","0.0117","0","55079","","","115.311943","-28.989445","gp_mid","115.31","-28.99","801"
"1266048","occ","","","168147","Grampus griseus","species","63557","","Grampus griseus","species","63556","Holocene","","0.0117","0","55079","","","149.105835","-37.790833","gp_mid","149.11","-37.79","801"
"1266049","occ","","","168148","Grampus griseus","species","63557","","Grampus griseus","species","63556","Holocene","","0.0117","0","55079","","","141.810837","39.276390","gp_mid","141.81","39.28","610"
"1266050","occ","","","168149","Grampus griseus","species","63557","","Grampus griseus","species","63556","Holocene","","0.0117","0","55079","","","-123.926392","44.307499","gp_mid","-123.93","44.31","129"
"1266051","occ","","","168150","Grampus griseus","species","63557","","Grampus griseus","species","63556","Holocene","","0.0117","0","55079","","","-74.421944","39.565834","gp_mid","-74.42","39.57","109"
"1266052","occ","","","168151","Grampus griseus","species","63557","","Grampus griseus","species","63556","Holocene","","0.0117","0","55079","","","-8.811667","39.960556","gp_mid","-8.81","39.96","304"
"1266053","occ","","","168152","Grampus griseus","species","63557","","Grampus griseus","species","63556","Holocene","","0.0117","0","55079","","","12.192778","41.725555","gp_mid","12.19","41.73","307"
"1266054","occ","","","168153","Peponocephala electra","species","63581","","Peponocephala electra","species","63580","Holocene","","0.0117","0","25906","","","-81.101669","28.140556","gp_mid","-81.10","28.14","109"
"1266055","occ","","","168154","Peponocephala electra","species","63581","","Peponocephala electra","species","63580","Holocene","","0.0117","0","25906","","","-15.798889","23.368334","gp_mid","-15.80","23.37","714"
"1266056","occ","","","168155","Peponocephala electra","species","63581","","Peponocephala electra","species","63580","Holocene","","0.0117","0","25906","","","12.457778","-14.909444","gp_mid","12.46","-14.91","701"
"1266057","occ","","","168156","Peponocephala electra","species","63581","","Peponocephala electra","species","63580","Holocene","","0.0117","0","25906","","","-38.606667","-16.795834","gp_mid","-38.61","-16.80","201"
"1266058","occ","","","168157","Peponocephala electra","species","63581","","Peponocephala electra","species","63580","Holocene","","0.0117","0","25906","","","-79.124168","-6.857500","gp_mid","-79.12","-6.86","201"
"1266059","occ","","","168158","Peponocephala electra","species","63581","","Peponocephala electra","species","63580","Holocene","","0.0117","0","25906","","","-105.359444","19.612223","gp_mid","-105.36","19.61","104"
"1266060","occ","","","168159","Peponocephala electra","species","63581","","Peponocephala electra","species","63580","Holocene","","0.0117","0","25906","","","178.087784","-38.457222","gp_mid","178.09","-38.46","806"
"1266061","occ","","","168160","Peponocephala electra","species","63581","","Peponocephala electra","species","63580","Holocene","","0.0117","0","25906","","","141.920837","39.447498","gp_mid","141.92","39.45","610"
"1266062","occ","","","168161","Peponocephala electra","species","63581","","Peponocephala electra","species","63580","Holocene","","0.0117","0","25906","","","39.088890","-7.315278","gp_mid","39.09","-7.32","701"
"1266063","occ","","","168162","Peponocephala electra","species","63581","","Peponocephala electra","species","63580","Holocene","","0.0117","0","25906","","","81.408333","16.078333","gp_mid","81.41","16.08","501"
"1266064","occ","","","168163","Feresa attenuata","species","63583","","Feresa attenuata","species","63583","Holocene","","0.0117","0","55081","","","-80.398331","27.206667","gp_mid","-80.40","27.21","109"
"1266065","occ","","","168165","Feresa attenuata","species","63583","","Feresa attenuata","species","63583","Holocene","","0.0117","0","55081","","","-39.045834","-3.712500","gp_mid","-39.05","-3.71","201"
"1266066","occ","","","168166","Feresa attenuata","species","63583","","Feresa attenuata","species","63583","Holocene","","0.0117","0","55081","","","12.282222","-15.481667","gp_mid","12.28","-15.48","701"
"1266067","occ","","","168167","Feresa attenuata","species","63583","","Feresa attenuata","species","63583","Holocene","","0.0117","0","55081","","","-8.899444","39.052223","gp_mid","-8.90","39.05","304"
"1266069","occ","","","168168","Feresa attenuata","species","63583","","Feresa attenuata","species","63583","Holocene","","0.0117","0","55081","","","-123.596664","44.530834","gp_mid","-123.60","44.53","129"
"1266070","occ","","","168170","Feresa attenuata","species","63583","","Feresa attenuata","species","63583","Holocene","","0.0117","0","55081","","","-77.454170","-10.597222","gp_mid","-77.45","-10.60","201"
"1266071","occ","","","168171","Feresa attenuata","species","63583","","Feresa attenuata","species","63583","Holocene","","0.0117","0","55081","","","178.219727","-38.381390","gp_mid","178.22","-38.38","806"
"1266072","occ","","","168172","Feresa attenuata","species","63583","","Feresa attenuata","species","63583","Holocene","","0.0117","0","55081","","","141.744995","38.418331","gp_mid","141.74","38.42","610"
"1266073","occ","","","168174","Feresa attenuata","species","63583","","Feresa attenuata","species","63583","Holocene","","0.0117","0","55081","","","79.892220","12.230278","gp_mid","79.89","12.23","501"
"1266074","occ","","","168173","Feresa attenuata","species","63583","","Feresa attenuata","species","63583","Holocene","","0.0117","0","55081","","","39.352501","-8.250556","gp_mid","39.35","-8.25","701"
"1266075","occ","","","168175","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081","","","80.183334","12.679167","gp_mid","80.18","12.68","501"
"1266076","occ","","","168176","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081","","","39.490002","-9.176667","gp_mid","39.49","-9.18","701"
"1266077","occ","","","168178","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081","","","14.616944","-23.174444","gp_mid","14.62","-23.17","701"
"1266078","occ","","","168179","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081","","","-9.025556","38.994720","gp_mid","-9.03","38.99","304"
"1266079","occ","","","168180","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081","","","-38.468887","-4.021667","gp_mid","-38.47","-4.02","201"
"1266080","occ","","","168181","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081","","","-80.392776","27.674999","gp_mid","-80.39","27.67","109"
"1266081","occ","","","168182","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081","","","-124.074448","44.313057","gp_mid","-124.07","44.31","129"
"1266082","occ","","","168183","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081","","","-76.569725","-13.118333","gp_mid","-76.57","-13.12","201"
"1266083","occ","","","168184","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081","","","178.576660","-38.196110","gp_mid","178.58","-38.20","806"
"1266084","occ","","","168185","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081","","","141.750549","38.877220","gp_mid","141.75","38.88","610"
"1266085","occ","","","168186","Pseudorca crassidens","species","64544","","Pseudorca crassidens","species","64543","Holocene","","0.0117","0","55081","","","12.199722","41.782780","gp_mid","12.20","41.78","307"
"1266089","occ","","","168193","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082","","","-80.750000","28.638332","gp_mid","-80.75","28.64","109"
"1266090","occ","","","168194","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082","","","-9.646389","52.053055","gp_mid","-9.65","52.05","315"
"1266091","occ","","","168195","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082","","","17.599722","-30.797777","gp_mid","17.60","-30.80","701"
"1266092","occ","","","168196","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082","","","-38.474445","-14.370000","gp_mid","-38.47","-14.37","201"
"1266094","occ","","","168197","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082","","","39.396667","-9.263889","gp_mid","39.40","-9.26","701"
"1266095","occ","","","168198","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082","","","80.265831","13.737500","gp_mid","80.27","13.74","501"
"1266096","occ","","","168199","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082","","","11.535278","78.650833","gp_mid","11.54","78.65","309"
"1266097","occ","","","168200","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082","","","-61.062500","-63.992222","gp_mid","-61.06","-63.99","803"
"1266098","occ","","","168201","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082","","","10.831944","42.290558","gp_mid","10.83","42.29","307"
"1266100","occ","","","168205","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082","","","-115.510834","29.093611","gp_mid","","",""
"1266101","occ","","","168202","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082","","","143.546661","42.509724","gp_mid","143.55","42.51","609"
"1266102","occ","","","168203","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082","","","178.307495","-38.053333","gp_mid","178.31","-38.05","806"
"1266103","occ","","","168204","Orcinus orca","species","64541","","Orcinus orca","species","64540","Holocene","","0.0117","0","55082","","","-71.389725","-31.138611","gp_mid","-71.39","-31.14","291"
"1266105","occ","","","168206","Globicephala melas","species","64474","","Globicephala melas","species","64473","Holocene","","0.0117","0","55082","","","12.192778","41.725555","gp_mid","12.19","41.73","307"
"1266106","occ","","","168207","Globicephala melas","species","64474","","Globicephala melas","species","64473","Holocene","","0.0117","0","55082","","","14.829444","77.516945","gp_mid","14.83","77.52","309"
"1266107","occ","","","168208","Globicephala melas","species","64474","","Globicephala melas","species","64473","Holocene","","0.0117","0","55082","","","-60.229168","-63.624722","gp_mid","-60.23","-63.62","803"
"1266109","occ","","","168209","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","55082","","","-59.086666","-38.566113","gp_mid","-59.09","-38.57","202"
"1266110","occ","","","168210","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","55082","","","17.246389","-30.024721","gp_mid","17.25","-30.02","701"
"1266111","occ","","","168211","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","55082","","","-8.681389","39.860558","gp_mid","-8.68","39.86","304"
"1266112","occ","","","168212","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","55082","","","-77.323891","34.376667","gp_mid","-77.32","34.38","109"
"1266115","occ","","","168213","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","55082","","","-123.466393","39.276112","gp_mid","-123.47","39.28","130"
"1266116","occ","","","168215","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","55082","","","141.523895","38.433334","gp_mid","141.52","38.43","610"
"1266117","occ","","","168216","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","55082","","","178.525833","-38.133331","gp_mid","178.53","-38.13","806"
"1266118","occ","","","168217","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","55082","","","-71.918610","-34.462223","gp_mid","-71.92","-34.46","291"
"1266119","occ","","","168219","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","55082","","","84.087219","17.721390","gp_mid","","",""
"1266120","occ","","","168218","Globicephala macrorhynchus","species","69995","","Globicephala macrorhynchus","species","69994","Holocene","","0.0117","0","55082","","","31.616388","-29.133888","gp_mid","31.62","-29.13","701"
"1266218","occ","","","168229","Orcaella brevirostris","species","108775","","Orcaella brevirostris","species","63582","Holocene","","0.0117","0","55090","","","145.128891","-16.106943","gp_mid","145.13","-16.11","801"
"1266219","occ","","","168227","Orcaella brevirostris","species","108775","","Orcaella brevirostris","species","63582","Holocene","","0.0117","0","55090","","","82.550835","16.210278","gp_mid","","",""
"1266220","occ","","","168228","Orcaella brevirostris","species","108775","","Orcaella brevirostris","species","63582","Holocene","","0.0117","0","55090","","","107.951111","10.838333","gp_mid","107.95","10.84","615"
"1266221","occ","","","168232","Monodon monoceros","species","64546","","Monodon monoceros","species","64546","Holocene","","0.0117","0","55091","","","20.675833","80.361115","gp_mid","20.68","80.36","311"
"1266222","occ","","","168230","Monodon monoceros","species","64546","","Monodon monoceros","species","64546","Holocene","","0.0117","0","55091","","","-62.644444","58.399166","gp_mid","-62.64","58.40","101"
"1266223","occ","","","168231","Monodon monoceros","species","64546","","Monodon monoceros","species","64546","Holocene","","0.0117","0","55091","","","-16.941389","63.784721","gp_mid","-16.94","63.78","907"
