"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"945500","occ","27399","","61249","Basilosauridae","family","42936","Bartonian","","41.3","38","42488"
"945773","occ","32584","","28983","Zygorhiza kochii","species","63069","Priabonian","","38","33.9","8335"
"959360","occ","","","46946","Allodelphinidae","family","96907","Burdigalian","","20.44","15.97","36624"
"959431","occ","","","112290","Mysticeti","suborder","42971","Priabonian","","38","33.9","36625"
"959444","occ","","","96686","Basilosaurus","genus","36681","Priabonian","","38","33.9","36627"
"959445","occ","","","96686","Dorudon","genus","36709","Priabonian","","38","33.9","36627"
"959446","occ","","","96688","Basilosaurus","genus","36681","Priabonian","","38","33.9","36627"
"959447","occ","","","96688","Dorudon","genus","36709","Priabonian","","38","33.9","36627"
"961334","occ","","","45593","Eudelphinus compressus","species","191638","Pliocene","","5.333","2.588","36661"
"961527","occ","","","112635","Xenorophus","genus","36867","Chattian","","28.1","23.03","11875"
"961528","occ","","","112635","Squalodontidae","family","42939","Chattian","","28.1","23.03","11875"
"961529","occ","","","112635","Squalodontidae","family","42939","Chattian","","28.1","23.03","11875"
"961530","occ","","","112635","Squalodontidae","family","42939","Chattian","","28.1","23.03","11875"
"961531","occ","","","112635","Squalodon","genus","36852","Chattian","","28.1","23.03","36669"
"963299","occ","","","113118","Cetacea","order","36652","Priabonian","","38","33.9","36748"
"963492","occ","25226","","58148","Macrodelphinus kelloggi","species","64557","Chattian","","28.1","23.03","12297"
"965832","occ","","","60273","Cyrtodelphis bogatshowi","species","64606","Serravallian","","13.82","11.62","12757"
"967023","occ","27349","","114208","Basilosauridae","family","42936","Eocene","","56","33.9","42656"
"968839","occ","","","114717","Physeteroidea","superfamily","53105","Pleistocene","","2.588","0.0117","37186"
"968843","occ","","","114718","Janjucetus hunderi","species","84035","Chattian","","28.1","23.03","37187"
"968844","occ","","","114719","Schizodelphis sulcatus","species","63687","Burdigalian","","20.44","15.97","37188"
"969052","occ","","","114830","Odontoceti","suborder","42937","Burdigalian","Langhian","20.44","13.82","37209"
"969054","occ","","","114830","Xiphiacetus bossi","species","66353","Burdigalian","Langhian","20.44","13.82","37209"
"969055","occ","","","114830","Kentriodontidae","family","42938","Burdigalian","Langhian","20.44","13.82","37209"
"969056","occ","","","114830","Delphinodon","genus","36701","Burdigalian","Langhian","20.44","13.82","37209"
"969057","occ","","","114830","Kentriodon","genus","36743","Burdigalian","Langhian","20.44","13.82","37209"
"969058","occ","","","114830","Physeteroidea","superfamily","53105","Burdigalian","Langhian","20.44","13.82","37209"
"969059","occ","","","114830","Squalodon","genus","36852","Burdigalian","Langhian","20.44","13.82","37209"
"969060","occ","","","114830","Thalassotherii","superfamily","256071","Burdigalian","Langhian","20.44","13.82","37209"
"970853","occ","","","115167","Delphinidae","family","42953","Late Pleistocene","","0.126","0.0117","37301"
"970929","occ","","","115184","Delphinidae","family","42953","Late Pleistocene","","0.126","0.0117","37303"
"973675","occ","","","115776","Ziphiidae","family","42951","Tortonian","","11.62","7.246","37406"
"975743","occ","28667","","114474","Brachydelphis jahuayensis","species","267870","Tortonian","Messinian","11.62","5.333","46791"
"975744","occ","","","116302","Brachydelphis mazeasi","species","64569","Serravallian","Tortonian","13.82","7.246","37487"
"976644","occ","","","116539","Notocetus vanbenedeni","species","64002","Early Miocene","","23.03","15.97","12778"
"976657","occ","","","116551","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","37547"
"976729","occ","30826","","45740","Mirocetus riabinini","species","63441","Rupelian","","33.9","28.1","12108"
"978547","occ","25390","","96800","Messapicetus gregarius","species","199761","Tortonian","","11.62","7.246","37592"
"978560","occ","","","96800","Physeteroidea","superfamily","53105","Tortonian","","11.62","7.246","37592"
"978561","occ","","","96800","Kentriodontidae","family","42938","Tortonian","","11.62","7.246","37592"
"978562","occ","","","96800","Brachydelphis mazeasi","species","64569","Tortonian","","11.62","7.246","37592"
"978563","occ","","","96800","Pontoporiidae","family","42965","Tortonian","","11.62","7.246","37592"
"984904","occ","","","52183","Lamprolithax","genus","36747","Langhian","","15.97","13.82","37939"
"984905","occ","","","52183","Delphinodon","genus","36701","Langhian","","15.97","13.82","37939"
"985499","occ","","","118208","Balaenoptera","genus","36678","Piacenzian","","3.6","2.588","15521"
"987094","occ","","","81668","Squalodon","genus","36852","Langhian","","15.97","13.82","38149"
"990502","occ","31183","","119431","Natchitochia jonesi","species","53998","Bartonian","","41.3","38","53632"
"990503","occ","","","119432","Protocetidae","family","42934","Bartonian","","41.3","38","42874"
"994435","occ","","","120141","Kentriodontidae","family","42938","Early Miocene","","23.03","15.97","38452"
"994436","occ","","","120142","Pithanodelphininae","subfamily","63523","Neogene","","23.03","2.588","38452"
"994438","occ","","","120143","Neobalaenidae","family","53255","Late Miocene","","11.608","5.333","38453"
"994442","occ","33091","","120144","Eubalaena","genus","36715","Zanclean","","5.333","3.6","61398"
"997957","occ","","","120823","Cetacea","order","36652","Pliocene","","5.333","2.588","38587"
"1002162","occ","","","121981","Kogiidae","family","53256","Tortonian","","11.62","7.246","38808"
"1002163","occ","","","48661","Squalodon melitensis","species","68335","Chattian","Langhian","28.1","13.82","38808"
"1002167","occ","","","121982","Physeteroidea","superfamily","53105","Burdigalian","Langhian","20.44","13.82","38808"
"1002169","occ","","","121983","Orycterocetus","genus","36788","Langhian","","15.97","13.82","38808"
"1002202","occ","","","121985","Physeteroidea","superfamily","53105","Burdigalian","Langhian","20.44","13.82","38808"
"1002203","occ","","","121986","Physeteroidea","superfamily","53105","Burdigalian","Langhian","20.44","13.82","38808"
"1002204","occ","","","121987","Physeteroidea","superfamily","53105","Burdigalian","Langhian","20.44","13.82","38808"
"1002206","occ","","","121988","Physeteroidea","superfamily","53105","Burdigalian","Langhian","20.44","13.82","38808"
"1002207","occ","","","47990","Physeteroidea","superfamily","53105","Langhian","","15.97","13.82","38808"
"1002208","occ","","","121981","Physeteroidea","superfamily","53105","Tortonian","","11.62","7.246","38808"
"1002212","occ","","","121989","Physeteroidea","superfamily","53105","Tortonian","","11.62","7.246","38808"
"1002213","occ","","","121990","Physeteroidea","superfamily","53105","Tortonian","","11.62","7.246","38808"
"1002215","occ","","","121991","Physeteroidea","superfamily","53105","Tortonian","","11.62","7.246","38808"
"1002216","occ","","","121992","Physeteroidea","superfamily","53105","Tortonian","","11.62","7.246","38808"
"1002221","occ","","","121993","Physeteroidea","superfamily","53105","Tortonian","","11.62","7.246","38808"
"1002223","occ","","","121994","Waipatiidae","family","53260","Burdigalian","","20.44","15.97","38808"
"1002225","occ","","","121995","Waipatiidae","family","53260","Chattian","Aquitanian","28.1","20.44","38808"
"1002229","occ","","","121998","Waipatiidae","family","53260","Burdigalian","","20.44","15.97","38808"
"1002233","occ","","","121999","Waipatiidae","family","53260","Langhian","","15.97","13.82","38808"
"1002234","occ","","","121994","Waipatiidae","family","53260","Burdigalian","","20.44","15.97","38808"
"1002241","occ","","","121983","Eurhinodelphinidae","family","63595","Langhian","","15.97","13.82","38808"
"1002243","occ","","","121989","Ziphiidae","family","42951","Tortonian","","11.62","7.246","38808"
"1002247","occ","","","121981","Ziphiidae","family","42951","Tortonian","","11.62","7.246","38808"
"1002254","occ","","","122006","Ziphiidae","family","42951","Tortonian","","11.62","7.246","38808"
"1002255","occ","28551","","121983","Kentriodontidae","family","42938","Langhian","","15.97","13.82","38808"
"1002256","occ","","","121989","Delphinoidea","superfamily","53268","Tortonian","","11.62","7.246","38808"
"1002257","occ","","","121981","Delphinoidea","superfamily","53268","Tortonian","","11.62","7.246","38808"
"1002258","occ","","","121987","Delphinoidea","superfamily","53268","Burdigalian","Langhian","20.44","13.82","38808"
"1002259","occ","","","121981","Brachydelphininae","subfamily","63520","Tortonian","","11.62","7.246","38808"
"1002260","occ","","","121993","Brachydelphininae","subfamily","63520","Tortonian","","11.62","7.246","38808"
"1002261","occ","","","122007","Neosqualodon","genus","36780","Chattian","Aquitanian","28.1","20.44","38808"
"1002262","occ","","","122008","Mammalodontidae","family","53252","Chattian","","28.1","23.03","38808"
"1002263","occ","","","121981","Mysticeti","suborder","42971","Tortonian","","11.62","7.246","38808"
"1002377","occ","","","122035","Mysticeti","suborder","42971","Tortonian","","11.62","7.246","38808"
"1002378","occ","","","121993","Mysticeti","suborder","42971","Tortonian","","11.62","7.246","38808"
"1002379","occ","","","121987","Mysticeti","suborder","42971","Burdigalian","Langhian","20.44","13.82","38808"
"1003127","occ","28550","","122120","Squalodontidae","family","42939","Aquitanian","Burdigalian","23.03","15.97","38808"
"1003130","occ","","","121992","Ziphiidae","family","42951","Tortonian","","11.62","7.246","38808"
"1006777","occ","","","122718","Basilosaurus cetoides","species","63132","Priabonian","","38","33.9","36198"
"1006790","occ","","","32904","Cetacea","order","36652","Holocene","","0.0117","0","39115"
"1006797","occ","","","122725","Chrysocetus healyorum","species","57337","Priabonian","","38","33.9","10468"
"1006800","occ","","","72046","Basilosauridae","family","42936","Priabonian","","38","33.9","14111"
"1010133","occ","","","123226","Choneziphius chonops","species","69810","Zanclean","","5.333","3.6","12638"
"1010134","occ","","","123227","Choneziphius trachops","species","65074","Zanclean","","5.333","3.6","12638"
"1010135","occ","","","123227","Choneziphius liops","species","65075","Zanclean","","5.333","3.6","12638"
"1010136","occ","","","123227","Ziphiidae","family","42951","Zanclean","","5.333","3.6","12638"
"1010137","occ","","","123227","Belemnoziphius prorops","species","69144","Zanclean","","5.333","3.6","12638"
"1010138","occ","","","123228","Odontoceti","suborder","42937","Pliocene","","5.333","2.588","12124"
"1011636","occ","","","118104","Mysticeti","suborder","42971","Zanclean","","5.333","3.6","39764"
"1011637","occ","","","118104","Odontoceti","suborder","42937","Zanclean","","5.333","3.6","39764"
"1011644","occ","","","123583","Odontoceti","suborder","42937","Pliocene","Pleistocene","5.333","0.0117","39764"
"1011645","occ","","","123583","Mysticeti","suborder","42971","Pliocene","Pleistocene","5.333","0.0117","39764"
"1011652","occ","","","123585","Balaenopteridae","family","42977","Zanclean","","5.333","3.6","39767"
"1011665","occ","","","118104","Astadelphis gastaldii","species","63833","Zanclean","","5.333","3.6","39772"
"1011669","occ","","","123588","Astadelphis gastaldii","species","63833","Zanclean","","5.333","3.6","39772"
"1011972","occ","26387","","51335","Physeteridae","family","42967","Zanclean","","5.333","3.6","13672"
"1012334","occ","26389","","42641","Basiloterus hussaini","species","53165","Bartonian","","41.3","38","6010"
"1012463","occ","","","32925","Zygorhiza kochii","species","63069","Priabonian","","38","33.9","12025"
"1012812","occ","","","123861","Meherrinia isoni","species","217405","Messinian","","7.246","5.333","39849"
"1012855","occ","","","123873","Pomatodelphininae","subfamily","63630","Middle Miocene","","15.97","11.608","39864"
"1013045","occ","26397","","45502","Zarhachis crassangulum","species","69109","Langhian","","15.97","13.82","12845"
"1013132","occ","","","123919","Basilosaurus cetoides","species","63132","Priabonian","","38","33.9","39903"
"1013439","occ","","","123975","Inia","genus","63506","Pleistocene","","2.588","0.0117","39927"
"1015442","occ","","","124312","Cetacea","order","36652","Early Pliocene","","5.333","3.6","40074"
"1015443","occ","","","124312","Balaenidae","family","42978","Early Pliocene","","5.333","3.6","40073"
"1015448","occ","","","124315","Cetacea","order","36652","Piacenzian","","3.6","2.588","40074"
"1015449","occ","","","54171","Cetotheriidae","family","66751","Serravallian","","13.82","11.62","40073"
"1018274","occ","","","45723","Basilosauridae","family","42936","Priabonian","","38","33.9","40308"
"1018469","occ","","","124690","Cetacea","order","36652","Middle Miocene","","15.97","11.608","40319"
"1018470","occ","","","124690","Odontoceti","suborder","42937","Middle Miocene","","15.97","11.608","40319"
"1018594","occ","","","124707","Zygorhiza kochii","species","63069","Priabonian","","38","33.9","8335"
"1018595","occ","30889","","27508","Dorudon serratus","species","53155","Priabonian","","38","33.9","42488"
"1018611","occ","","","124710","Basilosauridae","family","42936","Bortonian","Kaiatan","43","36","40348"
"1018612","occ","","","124711","Squalodon","genus","36852","Middle Miocene","","15.97","11.608","40349"
"1018620","occ","","","70838","Mysticeti","suborder","42971","Serravallian","","13.82","11.62","39918"
"1019105","occ","","","124766","Amphicetus","genus","36661","Serravallian","","13.82","11.62","40371"
"1019106","occ","","","124766","Diorocetus","genus","36707","Serravallian","","13.82","11.62","40371"
"1019107","occ","","","124766","Heterocetus","genus","36726","Serravallian","","13.82","11.62","40371"
"1019460","occ","","","74593","Mammalodon","genus","36757","Waitakian","","25.2","21.7","40401"
"1019469","occ","32025","","124815","Basilosauridae","family","42936","Priabonian","","38","33.9","12845"
"1021009","occ","","","124990","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021011","occ","","","124991","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021012","occ","","","124992","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021013","occ","","","124993","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021014","occ","","","124994","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021015","occ","","","124995","Dorudon atrox","species","62994","Bartonian","Priabonian","41.3","33.9","10457"
"1021016","occ","","","124996","Dorudon atrox","species","62994","Bartonian","Priabonian","41.3","33.9","10457"
"1021017","occ","","","124997","Dorudon atrox","species","62994","Bartonian","Priabonian","41.3","33.9","10457"
"1021018","occ","","","124998","Dorudon atrox","species","62994","Bartonian","Priabonian","41.3","33.9","10457"
"1021019","occ","","","124999","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021020","occ","","","125000","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021021","occ","","","125001","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021022","occ","","","125002","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021023","occ","","","125003","Dorudon atrox","species","62994","Bartonian","Priabonian","41.3","33.9","10457"
"1021024","occ","","","125004","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021026","occ","","","125005","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021034","occ","","","125006","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021036","occ","","","125008","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021040","occ","","","125010","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021041","occ","","","125013","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021042","occ","","","125014","Dorudon atrox","species","62994","Bartonian","Priabonian","41.3","33.9","10457"
"1021045","occ","","","125015","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021046","occ","","","125016","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021047","occ","","","125017","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021050","occ","","","125019","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021051","occ","","","125020","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021052","occ","","","125021","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021053","occ","","","125022","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021055","occ","","","125023","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021057","occ","","","125025","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021058","occ","","","125026","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021061","occ","","","125028","Dorudon atrox","species","62994","Priabonian","","38","33.9","10457"
"1021247","occ","","","125083","Leucopleurus acutus","species","102679","Holocene","","0.0117","0","40556"
"1029440","occ","","","58986","Bohaskaia monodontoides","species","230405","Zanclean","","5.333","3.6","40943"
"1029441","occ","","","52582","Bohaskaia monodontoides","species","230405","Zanclean","","5.333","3.6","40943"
"1034770","occ","26835","","123876","Basilosauridae","family","42936","Priabonian","","38","33.9","44050"
"1038041","occ","","","71615","Mysticeti","suborder","42971","Langhian","","15.97","13.82","39853"
"1038072","occ","","","127117","Crenatocetus rayi","species","134305","Middle Eocene","","48.6","37.2","28282"
"1038779","occ","","","127196","Remingtonocetus domandaensis","species","53239","Lutetian","","47.8","41.3","41379"
"1038780","occ","","","127197","Cetacea","order","36652","Opoitian","","5.333","3.6","26598"
"1038781","occ","","","124380","Cetacea","order","36652","Opoitian","","5.333","3.6","26598"
"1038947","occ","","","124382","Balaenoptera physalus","species","72269","Holocene","","0.0117","0","41116"
"1040946","occ","28669","","127489","Septidelphis morii","species","267872","Zanclean","Piacenzian","5.333","2.588","46792"
"1045013","occ","","","52218","Delphinoidea","superfamily","53268","Piacenzian","","3.6","2.588","6029"
"1046218","occ","","","128628","Physeteroidea","superfamily","53105","Tortonian","","11.62","7.246","41999"
"1049035","occ","","","129118","Odontoceti","suborder","42937","Chattian","","28.1","23.03","42064"
"1061297","occ","","","46167","Neobalaenidae","family","53255","Messinian","","7.246","5.333","42364"
"1065656","occ","","","131804","Basilosaurus cetoides","species","63132","Priabonian","","38","33.9","42488"
"1066203","occ","","","131832","Basilosaurus cetoides","species","63132","Priabonian","","38","33.9","42488"
"1066556","occ","","","131908","Cetacea","order","36652","Late Eocene","","37.2","33.9","42488"
"1066557","occ","","","131909","Zygorhiza kochii","species","63069","Priabonian","","38","33.9","42488"
"1066558","occ","","","131910","Zygorhiza kochii","species","63069","Priabonian","","38","33.9","42488"
"1066560","occ","","","131912","Basilosauridae","family","42936","Eocene","","56","33.9","42488"
"1066561","occ","","","131913","Basilosaurus cetoides","species","63132","Eocene","","56","33.9","42488"
"1066562","occ","","","131914","Basilosauridae","family","42936","Priabonian","","38","33.9","42488"
"1069242","occ","27407","","132383","Basilosauridae","family","42936","Eocene","","56","33.9","42488"
"1069243","occ","27409","","132385","Basilosauridae","family","42936","Eocene","","56","33.9","42488"
"1069245","occ","33120","","132386","Basilosauridae","family","42936","Eocene","","56","33.9","42488"
"1069248","occ","27410","","132389","Basilosauridae","family","42936","Eocene","","56","33.9","42488"
"1069250","occ","27406","","132391","Basilosauridae","family","42936","Eocene","","56","33.9","42488"
"1069251","occ","","","132392","Archaeoceti","suborder","42933","Eocene","","56","33.9","42656"
"1069252","occ","","","132393","Basilosauridae","family","42936","Bartonian","","41.3","38","42656"
"1069855","occ","","","47428","Ziphiidae","family","42951","Piacenzian","","3.6","2.588","42702"
"1069864","occ","","","132552","Basilosauridae","family","42936","Priabonian","","38","33.9","42488"
"1070094","occ","","","132611","Basilosauridae","family","42936","Priabonian","","38","33.9","42488"
"1070169","occ","","","132627","Protocetidae","family","42934","Lutetian","","47.8","41.3","42488"
"1070340","occ","","","41822","Basilosauridae","family","42936","Middle Eocene","","48.6","37.2","42488"
"1070344","occ","","","132660","Basilosaurus cetoides","species","63132","Priabonian","","38","33.9","42488"
"1070348","occ","","","60451","Dorudon serratus","species","53155","Priabonian","","38","33.9","42488"
"1070352","occ","","","132664","Basilotritus wardii","species","63151","Bartonian","","41.3","38","42488"
"1070356","occ","","","132666","Basilosauridae","family","42936","Priabonian","","38","33.9","42488"
"1070358","occ","","","5386","Basilosauridae","family","42936","Bartonian","","41.3","38","42488"
"1070359","occ","","","132667","Basilosauridae","family","42936","Priabonian","","38","33.9","42488"
"1070473","occ","","","132701","Basilosauridae","family","42936","Eocene","","56","33.9","42488"
"1070474","occ","","","132702","Basilosauridae","family","42936","Priabonian","","38","33.9","42488"
"1070483","occ","","","122725","Basilosauridae","family","42936","Priabonian","","38","33.9","42488"
"1070486","occ","","","132705","Basilosauridae","family","42936","Eocene","","56","33.9","42488"
"1070492","occ","","","132660","Basilosauridae","family","42936","Priabonian","","38","33.9","42488"
"1070858","occ","","","132814","Cetacea","order","36652","Middle Eocene","","48.6","37.2","42488"
"1070864","occ","","","132817","Basilosauridae","family","42936","Priabonian","","38","33.9","42488"
"1070875","occ","","","132820","Basilosaurus","genus","36681","Priabonian","","38","33.9","42766"
"1070880","occ","","","132822","Basilosaurus","genus","36681","Priabonian","","38","33.9","42766"
"1070881","occ","","","132823","Basilosaurus","genus","36681","Priabonian","","38","33.9","42766"
"1070882","occ","","","132824","Basilosaurus","genus","36681","Priabonian","","38","33.9","42766"
"1070883","occ","","","84058","Basilosaurus","genus","36681","Priabonian","","38","33.9","42766"
"1070886","occ","","","132825","Basilosaurus","genus","36681","Priabonian","","38","33.9","12023"
"1070926","occ","","","132843","Zygorhiza","genus","36872","Priabonian","","38","33.9","12023"
"1070927","occ","","","132844","Basilosauridae","family","42936","Priabonian","","38","33.9","12023"
"1070928","occ","","","89613","Basilosaurus cetoides","species","63132","Priabonian","","38","33.9","42488"
"1071630","occ","","","133022","Cetacea","order","36652","Eocene","","56","33.9","42488"
"1071631","occ","","","133023","Basilosauridae","family","42936","Eocene","","56","33.9","42488"
"1071632","occ","","","133024","Basilosauridae","family","42936","Priabonian","","38","33.9","42488"
"1071634","occ","","","75518","Cetacea","order","36652","Bartonian","","41.3","38","42488"
"1071635","occ","","","32901","Cetacea","order","36652","Lutetian","","47.8","41.3","42488"
"1071690","occ","","","133042","Cetacea","order","36652","Bartonian","","41.3","38","42488"
"1072281","occ","","","32908","Basilosaurus","genus","36681","Priabonian","","38","33.9","14111"
"1072282","occ","27397","","32908","Basilosauridae","family","42936","Priabonian","","38","33.9","42488"
"1072617","occ","32215","","96948","Rayanistes afer","species","347240","Lutetian","","47.8","41.3","58588"
"1072723","occ","","","49871","Odontoceti","suborder","42937","Rupelian","","33.9","28.1","42488"
"1072854","occ","","","70006","Pontoporiidae","family","42965","Zanclean","","5.333","3.6","42905"
"1073959","occ","","","133430","Pterophocaena nishinoi","species","247356","Tortonian","","11.62","7.246","42985"
"1073960","occ","","","133431","Archaeophocaena teshioensis","species","247358","Messinian","","7.246","5.333","42987"
"1073961","occ","","","133431","Miophocaena nishinoi","species","247360","Messinian","","7.246","5.333","42987"
"1073962","occ","","","133432","Tursiops","genus","36865","Pleistocene","","2.588","0.0117","42988"
"1074306","occ","","","133497","Parietobalaena yamaokai","species","123008","Langhian","","15.97","13.82","42996"
"1074307","occ","","","133497","Parietobalaena yamaokai","species","123008","Langhian","","15.97","13.82","42998"
"1076306","occ","","","134300","Carolinacetus gingerichi","species","66904","Bartonian","","41.3","38","14111"
"1076308","occ","","","134301","Kurdalagonus mchedlidzei","species","248289","Serravallian","Tortonian","13.82","7.246","43198"
"1076311","occ","","","134303","Mithridatocetus adygeicus","species","248290","Tortonian","","11.62","7.246","43198"
"1076312","occ","","","134303","Kurdalagonus","genus","248288","Tortonian","","11.62","7.246","43198"
"1080220","occ","","","122044","Eurhinodelphis","genus","36717","Late Miocene","","11.608","5.333","43354"
"1080221","occ","","","122044","Goniodelphis","genus","42954","Late Miocene","","11.608","5.333","43354"
"1080222","occ","","","122044","Orycterocetus","genus","36788","Late Miocene","","11.608","5.333","43354"
"1080223","occ","","","122044","Hadrodelphis","genus","36722","Late Miocene","","11.608","5.333","43354"
"1080230","occ","","","67856","Kekenodon","genus","36741","Late Oligocene","","28.4","23.03","43356"
"1081058","occ","","","135687","Agorophius","genus","36657","Rupelian","","33.9","28.1","43401"
"1081688","occ","","","55869","Zygorhiza kochii","species","63069","Priabonian","","38","33.9","15087"
"1081816","occ","","","135787","Basilosaurus cetoides","species","63132","Priabonian","","38","33.9","15087"
"1087873","occ","","","18506","Ceterhinops longifrons","species","63249","Miocene","","23.03","5.333","12124"
"1092942","occ","","","137568","Basilosaurus isis","species","62984","Priabonian","","38","33.9","43835"
"1093634","occ","28272","","137757","Basilotritus uheni","species","263253","Lutetian","Bartonian","47.8","38","45798"
"1094427","occ","","","45485","Miocaperea pulchra","species","254040","Tortonian","","11.62","7.246","44129"
"1094446","occ","","","138022","Cetacea","order","36652","Aquitanian","","23.03","20.44","44130"
"1098301","occ","","","138667","Basilosaurus","genus","36681","Priabonian","","38","33.9","44423"
"1098304","occ","","","53679","Parietobalaena campiniana","species","256074","Langhian","Serravallian","15.97","11.62","44426"
"1098305","occ","","","53929","Parietobalaena campiniana","species","256074","Miocene","Pliocene","23.03","2.588","44426"
"1098306","occ","","","138669","Parietobalaena campiniana","species","256074","Burdigalian","Langhian","20.44","13.82","44426"
"1098308","occ","","","51680","Odontoceti","suborder","42937","Langhian","Serravallian","15.97","11.62","19106"
"1098309","occ","","","51680","Xiphiacetus cristatus","species","64644","Langhian","Serravallian","15.97","11.62","19106"
"1098310","occ","","","51680","Isocetus depauwi","species","64869","Langhian","Serravallian","15.97","11.62","12641"
"1106757","occ","","","140009","Balaena mysticetus","species","64683","Late Pleistocene","","0.126","0.0117","45188"
"1106793","occ","","","115191","Delphinidae","family","42953","Pleistocene","","2.588","0.0117","45190"
"1107491","occ","","","96952","Masracetus","genus","118888","Priabonian","","38","33.9","45231"
"1107573","occ","","","140129","Cetacea","order","36652","Lutetian","","47.8","41.3","45230"
"1108925","occ","","","140367","Odontoceti","suborder","42937","Pleistocene","","2.588","0.0117","45422"
"1112648","occ","","","45626","Basilotritus","genus","263252","Bartonian","","41.3","38","45798"
"1112649","occ","29578","","132381","Basilotritus","genus","263252","Bartonian","","41.3","38","49920"
"1112650","occ","","","132393","Basilotritus uheni","species","263253","Bartonian","","41.3","38","45798"
"1112651","occ","","","141002","Basilotritus","genus","263252","Bartonian","","41.3","38","45798"
"1115160","occ","","","52073","Cetotherium riabinini","species","264012","Tortonian","","11.62","7.246","45968"
"1116158","occ","","","141506","Herpetocetus","genus","36725","Pleistocene","","2.588","0.0117","45997"
"1116241","occ","","","107512","Protocetidae","family","42934","Bartonian","","41.3","38","46004"
"1116594","occ","","","59162","Balaenopteridae","family","42977","Messinian","","7.246","5.333","46026"
"1116595","occ","","","77499","Balaenopteridae","family","42977","Messinian","Zanclean","7.246","3.6","46026"
"1117521","occ","","","141838","Choneziphius leidyi","species","264272","Messinian","Zanclean","7.246","3.6","46079"
"1117523","occ","","","141840","Tusciziphius atlanticus","species","264273","Burdigalian","Langhian","20.44","13.82","46079"
"1117524","occ","","","141838","Tusciziphius atlanticus","species","264273","Messinian","Zanclean","7.246","3.6","46079"
"1117525","occ","","","80694","Tusciziphius atlanticus","species","264273","Miocene","","23.03","5.333","46079"
"1117532","occ","","","141841","Tusciziphius atlanticus","species","264273","Messinian","Zanclean","7.246","3.6","46079"
"1117533","occ","","","141841","Globicetus hiberus","species","264275","Messinian","Zanclean","7.246","3.6","46079"
"1117535","occ","","","141842","Globicetus hiberus","species","264275","Messinian","Zanclean","7.246","3.6","46079"
"1117536","occ","","","141843","Globicetus hiberus","species","264275","Messinian","Zanclean","7.246","3.6","46079"
"1117537","occ","","","141841","Imocetus piscatus","species","264277","Messinian","Zanclean","7.246","3.6","46079"
"1117538","occ","","","141840","Caviziphius","genus","86863","Burdigalian","Langhian","20.44","13.82","46079"
"1117539","occ","","","141838","Ziphirostrum","genus","36870","Messinian","Zanclean","7.246","3.6","46079"
"1126104","occ","","","59850","Squalodon bellunensis","species","90633","Chattian","","28.1","23.03","12220"
"1126105","occ","","","47425","Zarhachis","genus","42950","Burdigalian","","20.44","15.97","46366"
"1126106","occ","","","47425","Pomatodelphis","genus","36819","Burdigalian","","20.44","15.97","46366"
"1126107","occ","","","47427","Eurhinodelphis","genus","36717","Burdigalian","","20.44","15.97","15052"
"1126108","occ","","","47427","Kentriodontidae","family","42938","Burdigalian","","20.44","15.97","15052"
"1126109","occ","","","47427","Physeteridae","family","42967","Burdigalian","","20.44","15.97","15052"
"1126110","occ","","","47427","Ziphiidae","family","42951","Burdigalian","","20.44","15.97","15052"
"1126112","occ","","","48656","Squalodontidae","family","42939","Serravallian","","13.82","11.62","46366"
"1126113","occ","","","48656","Kentriodontidae","family","42938","Serravallian","","13.82","11.62","46366"
"1126114","occ","","","48656","Physeteridae","family","42967","Serravallian","","13.82","11.62","46366"
"1126115","occ","","","48656","Ziphiidae","family","42951","Serravallian","","13.82","11.62","46366"
